Experiment No.,Time [h],Xv [10ˆ6 Cells/mL],GLC [mM],GLN[mM],NH4 [mM],LAC [mM],Titer [mg/L],pH,T [º C],Feed - GLC [mM],Feed - GLN [mM]
25,24,0.731041559,22.75584778,6.791577841,1.54971249,3.101523016,11.25651857,6.9,36,30,1
25,48,1.290843465,51.08200494,6.079397991,2.645885562,7.684543002,29.29963648,6.9,36,30,1
25,72,1.079563235,78.40533595,4.704471994,3.159963259,13.54986341,79.37754219,6.9,36,30,1
25,96,1.683037912,110.5509361,3.405869669,4.568550207,16.43031081,89.58398635,6.9,36,30,1
25,120,2.834602255,137.296308,2.306551284,5.896782503,33.65856148,192.6629594,6.9,36,30,1
25,144,2.591773871,144.0116241,2.747095253,5.846224281,26.34634918,202.5239387,6.7,36,30,1
25,168,2.597030491,155.5073743,4.075681385,8.238468286,45.59416474,256.408611,6.7,36,30,1
25,192,2.807457465,189.7413848,3.308110335,8.409620633,46.59263458,322.536646,6.7,36,30,1
25,216,3.09090485,259.7296816,3.917714726,8.982028447,51.21598004,390.3794418,6.7,36,30,1
25,240,1.797760125,200.8512922,4.133673926,7.684465295,63.08893675,544.2134111,6.7,36,30,1
25,264,1.750196663,248.5214334,2.693757417,9.606951478,59.58135011,532.1108144,6.7,36,30,1
25,288,1.844120884,344.3524454,5.021365153,11.40324851,63.92454355,767.6903378,6.7,36,30,1
25,312,1.71314649,366.8079866,5.442169466,11.17012573,62.09975179,657.6469265,6.7,36,0,0
25,336,1.621695539,298.5129521,3.393564225,12.75107053,86.2131835,908.1203083,6.7,37,0,0
26,0,0.2,20,3,0.1,0.1,0,6.9,36,0,0
26,24,0.350888244,19.37334586,2.907236159,1.072746322,1.021860405,9.627348062,6.9,36,5,1
26,48,0.730354965,25.34490895,2.855657025,1.783781315,5.152184456,25.30074886,6.9,36,5,1
26,72,1.205044468,24.69787038,2.253401337,1.253194777,8.519062914,17.57752677,6.9,36,5,1
26,96,1.455867563,23.6407648,2.589657554,2.2765734,20.23684842,56.9460268,6.9,36,5,1
26,120,1.626520854,15.73591606,1.851713563,1.781304653,27.26139477,96.17521549,6.9,36,5,1
26,144,2.246065072,21.76983084,1.784806249,4.54728106,30.10592186,169.0280559,6.9,35,5,1
26,168,2.680426891,19.38238225,2.919664907,5.543798734,44.83223836,158.4273898,6.9,35,5,1
26,192,2.316192287,25.62873592,2.16529041,5.497216122,41.13600364,277.0509017,6.9,35,5,1
26,216,2.80888543,20.09038481,2.930037878,5.818920883,49.64842052,283.4853313,6.9,35,5,1
26,240,3.069182452,19.02433845,2.771758573,4.583240734,59.59227437,399.6924037,6.9,35,5,1
26,264,3.303640167,20.66932632,3.317400125,8.945956897,55.02920641,431.6151333,6.9,35,5,1
26,288,2.516418347,24.01514668,3.55258398,9.269575999,82.46955629,434.3326764,6.9,35,5,1
26,312,2.692035583,17.00001476,3.028487913,4.945648614,85.16696571,611.6870565,6.9,35,0,0
26,336,2.630571392,13.81764426,2.163167541,9.69264323,65.21064884,679.6919088,7,35,0,0
27,0,0.4,60,8,0.1,0.1,0,6.9,36,0,0
27,24,0.714239053,56.45481345,7.179936221,2.763078244,3.605904941,5.516234067,6.9,36,0,0
27,48,1.163729763,41.66362543,4.372685614,1.681854052,13.54678504,29.13765309,6.9,36,0,0
27,72,2.712605894,35.90867168,3.580836185,4.543617352,18.22886551,73.37079802,6.9,36,30,6
27,96,3.173291408,51.26699812,7.674954831,4.593990797,25.32814043,119.2303757,6.9,36,30,6
27,120,3.132102015,106.3459787,11.33824763,7.604747224,35.55470572,267.9528405,6.9,36,30,6
27,144,3.559192626,95.97088812,13.61876976,9.778200427,46.83717904,299.6412584,6.9,36,30,6
27,168,2.921066943,128.3489189,17.37529693,15.97249108,49.29805425,373.7401952,6.9,36,30,6
27,192,2.573078864,143.3604428,13.97021591,18.42796707,74.97223644,441.2585467,6.9,36,30,6
27,216,3.166582416,165.478376,27.46397228,23.32984023,70.99821406,641.9885472,6.9,36,30,6
27,240,2.96166363,227.2958521,14.25519866,21.16639489,84.19536192,543.6500225,6.9,36,30,6
27,264,2.049655946,168.9266153,25.58870591,25.61723058,64.383534,852.5299193,6.9,36,30,6
27,288,1.996219315,221.1721566,21.543839,31.69271161,88.64056609,716.892745,6.9,36,30,6
27,312,1.753508204,198.6508391,22.01610872,37.11880599,80.14753264,779.7338605,6.9,36,0,0
27,336,1.128064126,273.172818,16.31398896,52.41945602,92.08324615,705.136383,6.7,35,0,0
28,0,0.2,20,3,0.1,0.1,0,7.1,36,0,0
28,24,0.573771658,22.94427622,2.277468853,0.531069755,4.381833149,8.08051374,7.1,36,30,1
28,48,1.123132666,45.05583373,2.396903104,1.148049786,11.06056677,16.27040033,7.1,36,30,1
28,72,1.821769633,72.11233497,1.383808851,3.921095079,16.17053449,56.07412835,7.1,36,30,1
28,96,3.01719709,76.51813125,1.668002554,4.488478253,30.65482393,72.65302995,7.1,36,30,1
28,120,3.228908743,90.96361254,1.179099741,4.416698382,31.75694575,204.2901859,7.1,36,30,1
28,144,5.056773687,124.458049,0.481981475,4.601764529,61.84402377,228.235357,6.7,37,30,1
28,168,3.358195593,122.2835567,1.100365045,5.949538468,63.55314656,362.3967648,6.7,37,30,1
28,192,3.667519497,185.9306222,1.023912163,4.422374115,64.88410533,496.916291,6.7,37,30,1
28,216,3.411548009,125.8802123,2.065867725,5.11811742,85.3381723,724.0968119,6.7,37,30,1
28,240,3.570091564,214.3689722,2.501182937,7.009396353,81.93915304,739.1228702,6.7,37,30,1
28,264,3.430181751,198.3115317,2.778643324,4.90293876,101.4999239,1045.03149,6.7,37,30,1
28,288,2.71216775,330.600675,2.493578065,8.154336678,95.02523928,824.6017279,6.7,37,30,1
28,312,2.406050029,326.5276172,3.24380614,8.459346334,88.15341125,1011.365125,6.7,37,0,0
28,336,2.689844265,343.0718556,3.277727335,7.386674052,122.4823779,1062.922834,6.7,37,0,0
29,0,0.2,60,3,0.1,0.1,0,7.1,37.5,0,0
29,24,0.672245347,42.77520075,2.179130952,1.092168626,4.305890313,9.6296614,7.1,37.5,30,1
29,48,1.400315,77.21592128,1.28620874,2.968266581,17.80410213,19.75226109,7.1,37.5,30,1
29,72,3.695207117,80.16920353,0.003721257,2.883138635,32.56506129,31.94330627,7.1,37.5,30,1
29,96,5.153717086,77.26363393,0,4.707681862,39.5486733,103.0690172,7.1,37.5,30,1
29,120,5.106409385,101.0177262,0,4.156122339,78.2887875,160.3191675,7.1,37.5,30,1
29,144,4.25246735,83.75562347,0.109526136,4.890563486,45.6244938,190.7202846,6.7,37.5,30,1
29,168,4.894626724,147.2348986,0.583210207,5.636913978,91.34609493,236.0957297,6.7,37.5,30,1
29,192,2.538856298,197.6532677,1.165680839,6.445798846,67.06644237,437.1841575,6.7,37.5,30,1
29,216,5.288135755,230.3806427,1.495250005,5.049374241,93.1235677,565.2636324,6.7,37.5,30,1
29,240,4.133566528,192.4565793,2.364140932,4.023486366,121.4161077,538.844249,6.7,37.5,30,1
29,264,4.328449989,226.4003238,2.563485718,4.981840513,128.6919088,746.9612412,6.7,37.5,30,1
29,288,2.331651084,311.059227,1.973690022,6.305649997,134.9531123,1016.308392,6.7,37.5,30,1
29,312,2.878523992,329.3266214,2.653386193,7.675260133,134.8734814,981.0666323,6.7,37.5,0,0
29,336,2.711000764,302.7900871,2.020815864,3.584592,169.7107504,1113.135257,6.7,35,0,0
30,0,0.4,20,3,0.1,0.1,0,6.9,36,0,0
30,24,0.831264402,15.91551667,2.309400739,1.553390035,4.119090731,4.20241676,6.9,36,5,1
30,48,1.085310979,12.37819552,1.864677934,1.383388432,10.80921923,10.02465339,6.9,36,5,1
30,72,2.264029898,11.28631706,2.30968694,1.45355986,17.29192666,69.59184927,6.9,36,5,1
30,96,2.632838504,8.969454366,1.159317754,2.851700659,30.88450509,128.8823368,6.9,36,5,1
30,120,3.404731907,3.423533659,1.082553341,3.791694484,39.96569684,138.1267959,6.9,36,5,1
30,144,3.00824537,0,1.196203291,2.608681508,40.37994611,317.0545205,7,36,5,1
30,168,4.318525593,0,1.095514451,4.652739385,70.08098012,336.9602867,7,36,5,1
30,192,4.798052857,0,1.483810119,6.984424932,60.13586288,272.9593733,7,36,0,0
30,216,3.061811088,0,1.282301485,5.668829983,60.76451547,369.0586956,7,36,0,0
30,240,2.813438482,0,0.694887145,5.482669049,67.44323587,305.6540325,7,36,0,0
30,264,3.013762109,0.236416073,0.438380547,4.143692909,65.51780487,281.9339382,7,36,0,0
30,288,2.848832754,0.092607784,0.406824108,4.2946455,55.49162212,377.0151357,7,36,0,0
30,312,2.786983097,0,0.262936281,5.290095489,57.64794725,373.3500955,7,36,0,0
30,336,2.527903742,0.068643291,0.271628681,3.284609209,45.1751784,385.9661638,7,37,0,0
31,0,0.4,60,8,0.1,0.1,0,7.1,37.5,0,0
31,24,1.859056171,67.60557638,5.579958968,1.346405535,11.24793431,0,7.1,37.5,0,0
31,48,3.926417148,53.05463385,3.096205369,2.635731476,44.66579676,35.99756353,7.1,37.5,0,0
31,72,5.166050432,26.33375025,0.040074491,4.65211707,57.89260114,168.3805292,7.1,37.5,30,1
31,96,5.303109647,50.76605665,0,7.359977906,89.35333509,169.8862264,7.1,37.5,30,1
31,120,6.394294504,64.37058306,0,5.627642468,73.93844566,269.1851937,7.1,37.5,30,1
31,144,5.245401173,86.10583068,0,8.769053844,122.5712979,312.9212846,7.1,37,30,1
31,168,4.997661511,101.0694872,0.015530632,7.672613007,88.78672549,361.9891837,7.1,37,30,1
31,192,4.333253773,102.2368305,0,8.211611335,126.6655754,488.6518532,7.1,37,30,1
31,216,4.038324631,143.8559151,0.127020842,8.930218141,149.8008088,706.4515743,7.1,37,30,1
31,240,3.956587654,208.6106653,0.569799977,10.68975621,169.0107802,838.8880265,7.1,37,30,1
31,264,3.64364979,154.7546421,0.347082674,10.01995203,160.650901,923.7919354,7.1,37,30,1
31,288,3.339421954,219.1133494,0.697455588,6.844884481,146.9077845,821.783917,7.1,37,30,1
31,312,3.436268254,196.4111792,1.135551545,9.218499979,147.5568581,771.6891493,7.1,37,0,0
31,336,2.860503364,181.0056965,0.547888467,7.247212169,167.6304061,1092.846749,7,37,0,0
32,0,0.2,20,3,0.1,0.1,0,7.1,37.5,0,0
32,24,1.199517278,5.918367939,2.001175753,1.58732638,9.209816507,0,7.1,37.5,30,1
32,48,3.63850443,23.70236215,0.488341525,3.692774477,23.33675314,10.18564128,7.1,37.5,30,1
32,72,5.272525002,38.92349423,0.071218644,4.798957647,54.05386585,51.46058032,7.1,37.5,30,1
32,96,4.418811602,63.78228771,0,4.034538494,49.92917956,118.2472503,7.1,37.5,30,1
32,120,5.168750418,76.9830172,0,4.013268007,89.6380448,159.761406,7.1,37.5,30,1
32,144,4.653694214,82.38153992,0,4.466495401,113.3326691,202.6353436,7.1,35,30,1
32,168,4.6588728,109.1690655,0.081950602,4.304680873,107.0594691,373.4617941,7.1,35,30,1
32,192,4.479886712,153.7651927,0.680964766,4.747254185,94.67014668,435.5167814,7.1,35,0,0
32,216,4.178804211,114.1299271,0.249779725,6.674933108,117.3562639,374.4959239,7.1,35,0,0
32,240,4.570237125,76.63600285,0.008943397,4.902528554,146.0656193,461.3488559,7.1,35,0,0
32,264,2.952842646,114.2331554,0.058247428,5.888149629,142.5496483,699.5124992,7.1,35,0,0
32,288,3.713789057,94.96223618,0,7.560315849,158.4981165,564.6826695,7.1,35,0,0
32,312,3.187543434,98.14816645,0.008466299,4.54234148,156.3078369,737.7521764,7.1,35,0,0
32,336,2.733589684,61.05575069,0.16536898,3.49739978,155.3637748,637.0601804,7,35,0,0
33,0,0.2,20,3,0.1,0.1,0,7.1,36,0,0
33,24,0.484746756,15.8713085,1.447999113,0.083772078,3.564033748,0,7.1,36,0,0
33,48,1.213612373,11.8766207,0.267983987,1.457872736,10.9247505,13.50608039,7.1,36,0,0
33,72,2.072192114,8.404336441,0,1.667381851,17.2449777,30.08507578,7.1,36,5,1
33,96,2.584746033,4.505107424,0,1.386535212,28.80827007,51.73792362,7.1,36,5,1
33,120,3.53800255,0,0.017960983,1.228113765,33.70545075,99.2200333,7.1,36,5,1
33,144,3.638031818,0,0.350075831,3.81555862,36.12930935,127.9721878,6.7,35,5,1
33,168,3.939604011,0.002619794,0.844220079,1.708835121,45.11921051,219.8236051,6.7,35,5,1
33,192,3.424541914,1.185940364,1.09570614,4.255938886,45.59740371,408.6488138,6.7,35,0,0
33,216,2.641050566,0.210403533,1.088302156,3.122581456,59.39287982,260.8662596,6.7,35,0,0
33,240,3.622210617,0,0.88550309,2.749901535,52.10068553,372.0736517,6.7,35,0,0
33,264,2.780195358,0,0.765742434,2.359416882,58.05760612,348.9250955,6.7,35,0,0
33,288,2.641202933,0.42461508,0.627928901,3.844094026,59.44513289,304.7637401,6.7,35,0,0
33,312,2.2809367,0,0.458707783,2.877219161,59.4863252,257.3716899,6.7,35,0,0
33,336,2.800789352,0,0.231373659,2.162174693,53.88583776,227.8269849,6.7,35,0,0
34,0,0.2,60,8,0.1,0.1,0,6.9,37.5,0,0
34,24,0.507989044,57.62974109,8.335634491,2.46322948,3.876810214,16.59312577,6.9,37.5,0,0
34,48,1.015465652,72.47077365,4.78505235,2.751192882,6.014448882,0,6.9,37.5,0,0
34,72,1.508791548,60.73067218,3.589661648,5.455416256,13.65033974,32.68706182,6.9,37.5,5,1
34,96,2.265931342,53.81231254,1.933552034,5.88587172,21.57006036,82.71819407,6.9,37.5,5,1
34,120,3.549312919,41.72019488,2.120594554,6.03616412,26.55071045,106.5376281,6.9,37.5,5,1
34,144,3.426866797,44.6613958,1.679691959,7.213071719,55.62531247,247.6304449,6.9,37.5,5,1
34,168,4.582516325,34.29241616,2.007188638,9.580596039,57.12038176,362.9417571,6.9,37.5,5,1
34,192,4.443865841,38.07679301,1.46331165,9.748046431,82.26889522,527.0318765,6.9,37.5,5,1
34,216,4.542585583,20.47046309,0.892473397,9.613739861,60.5100759,535.6804612,6.9,37.5,5,1
34,240,3.376941036,24.80445299,1.063022603,10.02591425,71.76355042,519.4074232,6.9,37.5,5,1
34,264,3.586782937,19.46972993,1.266325877,11.65494269,102.8245994,706.8822312,6.9,37.5,5,1
34,288,3.186154292,17.87991372,1.382862513,10.04148082,97.97725344,866.2546335,6.9,37.5,5,1
34,312,3.017940516,16.49773774,1.52042866,9.578959535,95.83204128,697.309721,6.9,37.5,0,0
34,336,2.725105196,8.669539326,0.99774859,13.8828572,156.8313293,967.9315535,7,35,0,0
36,0,0.4,60,8,0.1,0.1,0,7.1,37.5,0,0
36,24,1.119192055,48.29956318,5.889308107,1.423895201,6.744036417,22.41789303,7.1,37.5,0,0
36,48,2.597266101,56.66742906,2.507247451,4.037034668,24.35061227,23.63605908,7.1,37.5,0,0
36,72,4.440305051,37.81986419,0.803389505,5.766521123,38.53653614,85.67186621,7.1,37.5,5,6
36,96,5.182722083,18.31775482,3.201255978,7.28517054,69.43700791,248.8488176,7.1,37.5,5,6
36,120,6.14250215,1.718275247,6.687576296,9.56315398,76.77189652,386.5321606,7.1,37.5,5,6
36,144,6.051659496,0,7.518203567,10.86172968,95.82967907,399.8123596,7,35,5,6
36,168,4.719924369,0.915077042,15.7199878,13.30198015,135.0666627,449.5665705,7,35,5,6
36,192,4.389863384,0,18.58065142,17.04449342,91.68628886,664.7873897,7,35,0,0
36,216,4.482878536,0.293974171,13.04676712,16.76791265,102.5850162,602.8397015,7,35,0,0
36,240,2.808580368,0,11.81985191,17.6368154,111.6409525,455.826766,7,35,0,0
36,264,2.379017815,0,8.679140166,20.71968275,102.2173908,569.8686302,7,35,0,0
36,288,2.349596358,0,6.064098159,23.97623931,78.41521514,683.2620026,7,35,0,0
36,312,1.354720266,0.179592001,6.79302074,22.69339302,76.37912674,511.0723498,7,35,0,0
36,336,1.630657532,0,5.254381627,25.48763875,101.9220828,688.2147596,7,35,0,0
37,0,0.4,60,3,0.1,0.1,0,7.1,37.5,0,0
37,24,1.993945589,42.31703275,0.915782061,1.574780623,7.866848423,0,7.1,37.5,0,0
37,48,2.691043292,40.75648557,0.073155277,1.76860608,18.20918103,9.260815724,7.1,37.5,0,0
37,72,2.569008115,37.73389602,0.030887935,1.803248172,28.81686559,8.528136655,7.1,37.5,5,6
37,96,4.698662488,21.35256275,3.057105981,3.822224497,48.99746686,71.71879377,7.1,37.5,5,6
37,120,6.155834845,7.551079611,4.869887853,6.32177937,70.8384862,114.6654405,7.1,37.5,5,6
37,144,6.119318215,0.249015221,8.985818222,7.811780386,94.86773064,258.6847993,7.1,35,5,6
37,168,6.000800316,0,11.73280452,9.370617875,79.13151002,225.1215225,7.1,35,5,6
37,192,5.384921941,0,13.65976016,9.684201896,99.33874351,518.0712699,7.1,35,5,6
37,216,4.335897658,0.326504641,16.73179392,17.79111539,88.92653196,531.39614,7.1,35,5,6
37,240,3.97782973,0,18.10027932,19.54671493,132.2344745,545.9152546,7.1,35,5,6
37,264,3.000381655,0.417617449,18.39847129,24.3890324,115.6248199,692.9500022,7.1,35,5,6
37,288,3.151624665,1.554582039,19.72378537,26.09658214,151.1929911,655.770548,7.1,35,5,6
37,312,1.49106123,1.538216876,26.15165719,22.69611011,137.0103392,828.5478481,7.1,35,0,0
37,336,1.266290409,0.396797692,20.5079281,29.2245684,120.1006963,774.1422646,6.7,35,0,0
38,0,0.4,60,8,0.1,0.1,0,7.1,37.5,0,0
38,24,2.309078094,51.33872144,4.328230378,1.215827646,16.81755168,0,7.1,37.5,30,6
38,48,4.665711282,50.64283558,5.543630898,5.767674679,41.71608036,40.8785464,7.1,37.5,30,6
38,72,4.928495862,71.02844184,9.69048,6.037515371,73.52167549,149.8289962,7.1,37.5,30,6
38,96,4.497308677,87.71775925,11.66377784,9.362408039,83.57508304,398.5950395,7.1,37.5,30,6
38,120,4.986616752,91.06566893,10.02520073,16.82837625,116.2336616,484.6874471,7.1,37.5,30,6
38,144,3.423039891,102.4289457,18.40349142,17.85594272,103.9193184,604.7088167,7,35,30,6
38,168,5.034013856,103.6891385,14.36437746,18.44382988,150.1897993,756.0529277,7,35,30,6
38,192,3.518536152,165.9768727,22.03127284,16.57402665,132.6440538,756.4925955,7,35,0,0
38,216,3.257625097,145.8155963,18.79956371,21.06184732,111.0236832,850.9281094,7,35,0,0
38,240,1.892993727,155.3153633,9.365691446,22.85488853,161.9825221,1153.696512,7,35,0,0
38,264,1.612380941,139.0291216,9.519862277,27.03073927,187.0455854,1113.310666,7,35,0,0
38,288,1.863391339,147.738871,8.710927646,17.13385016,178.7337032,1593.830867,7,35,0,0
38,312,1.06360162,133.177097,6.800372104,35.91958544,177.4148493,1346.724001,7,35,0,0
38,336,1.158730218,118.3171576,4.776476942,30.84324177,154.1524509,1557.181614,7,35,0,0
39,0,0.2,60,3,0.1,0.1,0,7.1,37.5,0,0
39,24,0.900928708,45.03390912,1.765382958,0.649751248,4.538801427,2.514193023,7.1,37.5,5,6
39,48,2.102376109,37.06367416,5.604651825,2.282743188,14.51706985,10.23179742,7.1,37.5,5,6
39,72,3.891308589,24.3098978,6.578591442,5.41346084,29.09727276,69.65440971,7.1,37.5,5,6
39,96,5.277527442,12.74799617,8.889849252,9.644486375,59.15759111,173.3686146,7.1,37.5,5,6
39,120,6.008037269,1.933390155,13.95899383,8.450980718,71.03149857,291.5927493,7.1,37.5,5,6
39,144,4.947149542,0.670792844,16.24731136,16.50209506,63.51600251,286.2888086,7.1,37.5,5,6
39,168,3.238537516,0.330742591,14.04854399,17.43220431,87.15694985,441.6088932,7.1,37.5,5,6
39,192,3.603301645,0,14.39797415,21.5351241,104.1563264,474.1425633,7.1,37.5,0,0
39,216,1.870305559,0.583231016,17.06813491,29.05488041,71.98877871,513.5359815,7.1,37.5,0,0
39,240,1.909685897,0.575484355,13.55037643,23.82457808,89.6692433,399.7378501,7.1,37.5,0,0
39,264,1.591884525,0,9.261034863,15.02121688,86.45048478,497.1453438,7.1,37.5,0,0
39,288,0.904857835,0.337607685,9.646010923,29.94292389,97.49906944,426.9685768,7.1,37.5,0,0
39,312,0.894985693,0,6.193383732,29.68442382,105.9502889,472.4062912,7.1,37.5,0,0
39,336,0.665623906,0.293928422,7.56442707,34.34939645,90.96726291,443.3619699,6.7,37,0,0
41,0,0.2,60,8,0.1,0.1,0,7.1,37.5,0,0
41,24,0.811403238,60.06243891,6.324187332,2.078699362,1.958842417,0,7.1,37.5,5,1
41,48,2.188174482,70.10686846,6.299721736,3.238189837,15.40156493,26.03249129,7.1,37.5,5,1
41,72,3.76995564,88.02169791,4.561300503,5.974760475,36.77705866,59.09761832,7.1,37.5,5,1
41,96,4.493805754,69.91560004,2.891713127,8.484818783,58.81635029,161.378951,7.1,37.5,5,1
41,120,5.553648585,52.03324669,1.379978313,6.99091414,73.35478269,197.8538318,7.1,37.5,5,1
41,144,7.116577485,38.25872381,0.799808862,11.06948568,101.6878188,352.2600463,7,35,5,1
41,168,4.242134172,22.86082257,1.243243382,9.797079848,103.0214983,525.5522513,7,35,5,1
41,192,4.553645378,26.62883138,1.972260071,8.560733952,97.56604237,679.7191398,7,35,5,1
41,216,4.374959445,27.12317178,2.247043248,10.14151241,98.00416862,584.7679404,7,35,5,1
41,240,3.487412985,26.27391667,2.15312126,10.10519455,103.537939,1017.868295,7,35,5,1
41,264,2.443729352,17.82174123,2.277458843,12.37351261,117.4292059,801.8871137,7,35,5,1
41,288,3.039915884,13.49001384,3.346921943,10.59811464,115.1320779,1120.401286,7,35,5,1
41,312,2.63012191,20.08396644,2.747475224,9.396076848,176.635261,1137.563769,7,35,0,0
41,336,2.631382428,16.57357113,2.041168266,12.41202344,83.54509488,930.9233752,7,35,0,0
42,0,0.2,20,8,0.1,0.1,0,6.9,37.5,0,0
42,24,0.549422144,21.92035101,6.554182008,1.075105584,2.933753365,0,6.9,37.5,5,1
42,48,1.16803109,15.17321439,3.967109234,2.344048524,9.718763426,14.52030353,6.9,37.5,5,1
42,72,2.403073002,13.38513446,3.403888188,5.321416303,20.21272011,38.93573222,6.9,37.5,5,1
42,96,4.225759832,7.195931653,2.406944283,7.076177481,38.75911231,96.5745164,6.9,37.5,5,1
42,120,4.752160688,0,1.256477935,7.664255571,44.2579365,201.9569087,6.9,37.5,5,1
42,144,5.440677264,0,1.601870031,6.274485959,58.33696763,220.5197898,6.9,37.5,5,1
42,168,4.00046127,0,1.527673951,6.610784587,43.9751146,263.2982069,6.9,37.5,5,1
42,192,3.951569122,0.093134857,1.664741292,6.06628619,60.97908744,271.6922999,6.9,37.5,0,0
42,216,3.141774547,0.527230565,1.482694311,8.53327911,52.040163,242.4974617,6.9,37.5,0,0
42,240,2.636892253,0.35212822,1.269957309,7.261518477,56.44480719,249.385363,6.9,37.5,0,0
42,264,2.516276674,0,1.124137877,8.552862773,69.71207053,342.8312004,6.9,37.5,0,0
42,288,2.185115686,0,0.897820477,9.461846137,60.33155858,356.0841237,6.9,37.5,0,0
42,312,1.63947507,0,0.700961118,11.36818489,70.06442785,343.7500791,6.9,37.5,0,0
42,336,1.660543898,0,0.485521656,9.99244351,59.89715696,350.6542238,6.7,35,0,0
44,0,0.2,60,8,0.1,0.1,0,6.9,36,0,0
44,24,0.487311685,55.75212642,5.535022112,0.232213307,3.358101702,3.420665445,6.9,36,0,0
44,48,0.760356075,61.66307755,4.256450112,2.858899507,7.619112034,26.50091129,6.9,36,0,0
44,72,1.584827849,53.76105125,4.007367998,4.52191488,13.62965986,58.13773429,6.9,36,5,1
44,96,1.840390668,51.57234269,2.817475122,5.134487475,20.73174312,62.59546435,6.9,36,5,1
44,120,2.378408898,38.5558923,4.631857161,6.22868161,29.29198103,104.9261726,6.9,36,5,1
44,144,2.859233826,47.2596984,2.52231817,9.311333326,38.94110186,149.966434,6.9,35,5,1
44,168,2.537097064,46.14123296,2.89752026,5.36387394,58.76358648,223.573781,6.9,35,5,1
44,192,1.99216622,42.81992862,2.547127195,7.056959411,49.05238988,359.369986,6.9,35,0,0
44,216,2.715197396,45.50463802,2.161453205,11.2968055,68.21978603,441.9210397,6.9,35,0,0
44,240,2.675011499,22.4852426,1.420872581,8.547735046,52.39880433,587.6005975,6.9,35,0,0
44,264,2.473419814,25.34812222,1.238438371,10.14158113,86.53226969,607.9163213,6.9,35,0,0
44,288,3.462252727,24.86221136,0.74229755,10.09163829,59.43048876,636.8260048,6.9,35,0,0
44,312,2.302049675,22.38722223,0.354245662,9.862413161,73.17691988,623.2227203,6.9,35,0,0
44,336,1.944350113,14.61606143,0.322986964,8.732900548,102.6307618,505.8122713,7,35,0,0
45,0,0.4,20,3,0.1,0.1,0,7.1,36,0,0
45,24,0.747662691,13.07905724,2.004508671,0.093468598,5.112581903,19.78139853,7.1,36,5,6
45,48,1.298082996,9.807404485,6.053015936,2.70688999,11.26240878,34.84300528,7.1,36,5,6
45,72,2.43643693,4.618198422,8.257823236,7.115168211,25.13347543,69.78787347,7.1,36,5,6
45,96,3.552886011,0.996884901,10.71752788,7.135599734,42.32890645,125.7526585,7.1,36,5,6
45,120,4.265560847,0,12.01712727,7.38734894,47.76915606,148.6927492,7.1,36,5,6
45,144,3.516254902,0.371249438,17.66637764,11.65015415,70.18758401,228.7510383,7,35,5,6
45,168,3.517140563,0,18.18015978,17.360215,73.94285805,379.7754279,7,35,5,6
45,192,3.00541779,0.164594737,15.35140867,18.79644968,71.57913502,355.2539186,7,35,5,6
45,216,2.877434612,0.544234704,23.36357013,26.79839501,64.68828427,521.1685277,7,35,5,6
45,240,2.820978254,1.593985197,24.62197425,20.65969043,77.39205241,478.214517,7,35,5,6
45,264,1.753214575,3.440663485,22.71910054,40.35183429,81.62856456,634.1552768,7,35,5,6
45,288,1.708654314,5.037321576,21.88812774,36.80316856,103.492283,749.7389967,7,35,5,6
45,312,1.38852888,4.698752235,19.67176378,56.50290259,71.88054944,704.0357366,7,35,0,0
45,336,0.799184478,3.183276989,24.91112643,59.57421261,90.97036758,780.7159442,7,35,0,0
46,0,0.4,60,8,0.1,0.1,0,6.9,36,0,0
46,24,0.556843454,47.57824229,6.982701972,0.678822718,3.233375654,4.571851556,6.9,36,5,6
46,48,0.953720672,63.40203681,11.73717251,2.49783531,6.571687593,8.338879772,6.9,36,5,6
46,72,1.271717281,67.451126,17.2144807,5.234595194,10.19545813,53.77644686,6.9,36,5,6
46,96,1.619708742,75.99398136,15.46903855,12.3337201,17.5813711,113.4216707,6.9,36,5,6
46,120,1.767241256,74.36819856,17.87285474,13.99854317,23.16471837,126.8222188,6.9,36,5,6
46,144,1.582054491,47.24209919,23.16385016,23.90652045,26.00012935,160.5283151,7,36,5,6
46,168,2.047412846,71.81714049,22.10402919,23.77952947,36.01357008,252.4316088,7,36,5,6
46,192,1.897315668,77.30520125,24.02416351,30.48416873,37.02277803,297.4038959,7,36,5,6
46,216,1.866998332,63.18861324,22.79805793,27.51502717,41.50873588,356.9772424,7,36,5,6
46,240,1.314377339,60.86802231,32.60508018,44.39987141,53.50082743,379.1557656,7,36,5,6
46,264,1.665698334,75.43217439,32.72091911,40.60827269,41.92715125,355.5639719,7,36,5,6
46,288,1.143429143,71.53019291,21.96065738,33.78765511,58.21643987,340.0638584,7,36,5,6
46,312,1.148275915,71.51453779,26.29782193,37.65275372,50.68157355,572.3748361,7,36,0,0
46,336,1.135775174,70.74129302,21.7509194,51.53817447,57.22763946,513.6869088,7,35,0,0
47,0,0.4,20,3,0.1,0.1,0,6.9,37.5,0,0
47,24,1.204784866,14.92390593,1.85833254,0.810018093,7.360321961,2.046472177,6.9,37.5,5,1
47,48,2.179516129,13.16728963,1.036504333,2.187056887,18.88000541,15.3581987,6.9,37.5,5,1
47,72,3.996944865,3.037916485,0.55960866,2.578925948,46.46084964,93.79636783,6.9,37.5,5,1
